Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01
Cabela's Adventure Camp,PS3,2011.0,Misc,Activision,0.06,0.03,0.0,0.02
Goal Storm '97,PS,1996.0,Sports,Konami Digital Entertainment,0.01,0.0,0.09,0.01
Paws & Claws: Pet Resort,Wii,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01
Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01
Dynasty Warriors Advance,GBA,2005.0,Action,Nintendo,0.08,0.03,0.0,0.0
God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0
Pachi-Slot Aruze Oukoku 3,PS,2000.0,Misc,Aruze Corp,0.0,0.0,0.1,0.01
Tournament Pool,Wii,2009.0,Sports,Destineer,0.1,0.0,0.0,0.01
Rock Band Track Pack: Classic Rock,PS3,2009.0,Misc,MTV Games,0.1,0.0,0.0,0.01
Aqua Aqua,PS2,2000.0,Puzzle,3DO,0.05,0.04,0.0,0.01
BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.05,0.01,0.04,0.01
Cats & Dogs: The Revenge of Kitty Galore,DS,2010.0,Action,505 Games,0.1,0.0,0.0,0.01
Mega Man Zero 4,GBA,2005.0,Platform,Capcom,0.08,0.03,0.0,0.0
NASCAR '14,PS3,2014.0,Racing,Deep Silver,0.09,0.0,0.0,0.02
Where the Wild Things Are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01
Black Bass with Blue Marlin,PS,1999.0,Sports,Starfish,0.06,0.04,0.0,0.01
DJ Max Fever,PSP,2009.0,Misc,PM Studios,0.09,0.0,0.0,0.01
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0
Shrek: Forever After,X360,2010.0,Platform,Activision,0.1,0.0,0.0,0.01
My Boyfriend,DS,2008.0,Simulation,DTP Entertainment,0.1,0.0,0.0,0.01
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0
Dawn of Discovery,DS,2009.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01
Pro Evolution Soccer 2016,XOne,2015.0,Sports,Konami Digital Entertainment,0.04,0.06,0.0,0.01
Hyper Formation Soccer,PS,1995.0,Sports,Human Entertainment,0.0,0.0,0.1,0.01
Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0
Jupiter Strike,PS,1994.0,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01
Totally Spies! Totally Party,Wii,2008.0,Misc,Ubisoft,0.09,0.01,0.0,0.01
Sudokuro,DS,2007.0,Puzzle,Crave Entertainment,0.1,0.0,0.0,0.01
ArmA III,PC,2013.0,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01
Saigo no Yakusoku no Monogatari,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0
Metal Gear Solid Integral,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.01
Tetris Evolution,X360,2007.0,Puzzle,THQ,0.08,0.02,0.0,0.01
Green Lantern: Rise of the Manhunters,DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.01
FIFA World Cup Germany 2006,PSP,2006.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01
Fit in Six,Wii,2011.0,Sports,Ubisoft,0.1,0.0,0.0,0.01
Reign of Fire,GC,2002.0,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0
Naruto Shippuden: Naruto vs. Sasuke,DS,2008.0,Action,Takara Tomy,0.07,0.0,0.03,0.0
MLB 14: The Show,PSV,2014.0,Sports,Sony Computer Entertainment America,0.08,0.0,0.0,0.03
Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01
Sniper Elite,Wii,2010.0,Shooter,Reef Entertainment,0.07,0.02,0.0,0.01
Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0
Sakura Wars,DC,2000.0,Adventure,Sega,0.0,0.0,0.11,0.0
Jampack Volume 14 (RP-T),PS2,2006.0,Misc,Sony Computer Entertainment,0.05,0.04,0.0,0.01
Pro Yakyuu Team o Tsukurou! 2,DS,2009.0,Sports,Sega,0.0,0.0,0.11,0.0
Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0
Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,505 Games,0.0,0.04,0.06,0.01
Woody Woodpecker Racing,PS,1999.0,Racing,Konami Digital Entertainment,0.06,0.04,0.0,0.01
Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01
Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0
Fight Club,XB,2004.0,Fighting,Vivendi Games,0.08,0.02,0.0,0.0
WWE 2K17,X360,2016.0,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01
Carnage Heart,PS,1995.0,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01
Kamen Rider: Climax Heroes,PS2,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.11,0.0
Robotics;Notes,PS3,2012.0,Adventure,5pb,0.0,0.0,0.11,0.0
Disney Channel Collection Vol. 1,GBA,2004.0,Misc,Empire Interactive,0.08,0.03,0.0,0.0
Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.0,0.01
The Hardy Boys: The Hidden Theft,Wii,2009.0,Adventure,The Adventure Company,0.07,0.03,0.0,0.01
Virtual Hydlide,SAT,1995.0,Role-Playing,Sega,0.0,0.0,0.11,0.0
Rango: The Video Game,DS,2011.0,Action,Electronic Arts,0.07,0.03,0.0,0.01
Warriors Orochi 3,PSP,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0
Space Invaders,GBA,2002.0,Shooter,Activision,0.08,0.03,0.0,0.0
FlatOut: Ultimate Carnage,X360,2007.0,Racing,Empire Interactive,0.07,0.02,0.0,0.01
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,0.08,0.0,0.01,0.01
Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01
Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,0.1,0.0,0.0,0.01
Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.01
Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,0.05,0.0,0.05,0.01
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0
Stronghold Kingdoms,PC,2011.0,Strategy,DTP Entertainment,0.0,0.1,0.0,0.01
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0
Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01
Dead to Rights II,XB,2005.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0
Hysteria Hospital: Emergency Ward,DS,2009.0,Action,Oxygen Interactive,0.1,0.0,0.0,0.01
Project: Horned Owl,PS,1995.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0
Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01
Trauma Center: Under the Knife 2,DS,2008.0,Simulation,Atlus,0.1,0.0,0.0,0.01
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0
Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.11,0.0
Skylanders Imaginators,PS3,2016.0,Platform,Activision,0.02,0.07,0.0,0.02
Cabela's Dangerous Hunts 2,XB,2005.0,Sports,Activision,0.08,0.02,0.0,0.0
Fate/Extella: The Umbral Star,PS4,2016.0,Action,PQube,0.0,0.0,0.11,0.0
Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.11,0.0
Big League Sports: Summer,DS,2009.0,Sports,Activision,0.09,0.0,0.0,0.01
SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0
Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,THQ,0.06,0.04,0.0,0.01
D,PS,1995.0,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01
Rock Revolution,DS,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01
X-Men: The Official Game,DS,2006.0,Action,Activision,0.1,0.0,0.0,0.01
"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,0.05,0.04,0.0,0.01
Ennichi no Tatsujin,Wii,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0
Mind Zero,PSV,2013.0,Role-Playing,GungHo,0.05,0.0,0.04,0.02
Rocky Balboa,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.01
Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,0.0
Power Pocket Koushien,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0
Pro Yaky? Spirits 2010,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0
Taiko no Tatsujin: V Version,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0
Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.05,0.04,0.0,0.01
Top Spin,PS2,2005.0,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01
Derby Stallion P,PSP,2006.0,Sports,Enterbrain,0.0,0.0,0.1,0.0
Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01
Kamen Rider: Battride War II,PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,Spike,0.0,0.0,0.1,0.0
UFC: Tapout 2,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0
The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.0,0.08,0.0,0.02
My First Dollhouse,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01
Dreamer Series: Top Model,DS,2009.0,Simulation,DreamCatcher Interactive,0.1,0.0,0.0,0.01
Science Papa,DS,2009.0,Misc,Activision,0.09,0.01,0.0,0.01
The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01
American Girl: Julie Finds a Way,DS,2007.0,Adventure,THQ,0.1,0.0,0.0,0.01
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0
Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0
Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,PQube,0.1,0.0,0.0,0.01
Vexx,XB,2003.0,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0
F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01
Pariah,XB,2005.0,Action,Hip Interactive,0.08,0.02,0.0,0.0
Cabela's Outdoor Adventures,XB,2005.0,Sports,Zoo Digital Publishing,0.08,0.02,0.0,0.0
Fatal Frame 2: Wii Edition,Wii,2012.0,Action,Nintendo,0.0,0.0,0.1,0.0
Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006.0,Misc,Activision,0.1,0.0,0.0,0.01
Motocross Mania 3,PS2,2004.0,Racing,Take-Two Interactive,0.05,0.04,0.0,0.01
Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01
Yoostar2,PS3,2011.0,Misc,Unknown,0.04,0.04,0.0,0.02
Pro Yakyuu Famista DS 2009,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0
Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01
Banjo-Pilot,GBA,2005.0,Racing,THQ,0.07,0.03,0.0,0.0
Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,0.02,0.02,0.06,0.01
Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01
The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01
Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01
Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0
Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01
Princess Debut,DS,2008.0,Misc,Cave,0.1,0.0,0.0,0.01
Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01
Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0.05,0.04,0.0,0.01
Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,0.08,0.02,0.0,0.0
Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,Atlus,0.0,0.0,0.1,0.0
The Bachelor: The Videogame,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.08,0.02,0.0,0.0
Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.05,0.04,0.0,0.01
Disney's Chicken Little: Ace In Action,Wii,2009.0,Shooter,Disney Interactive Studios,0.09,0.0,0.0,0.01
The Lord of the Rings: Conquest,DS,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.01
Imagine: Soccer Captain,DS,2009.0,Sports,Ubisoft,0.1,0.0,0.0,0.01
Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,Nintendo,0.0,0.0,0.1,0.0
Brain Quest: Grades 5 & 6,DS,2008.0,Misc,Electronic Arts,0.1,0.0,0.0,0.01
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,Ubisoft,0.1,0.0,0.0,0.01
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011.0,Action,THQ,0.06,0.03,0.0,0.01
Power Rangers: Super Legends,DS,2007.0,Action,Disney Interactive Studios,0.08,0.02,0.0,0.01
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013.0,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0
Kidou Senshi Gundam UC,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0
Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01
Corvette Evolution GT,DS,2008.0,Racing,Black Bean Games,0.1,0.0,0.0,0.01
Momotarou Dentetsu 16,Wii,2007.0,Misc,Hudson Soft,0.0,0.0,0.1,0.0
Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01
Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0
Syberia,XB,2003.0,Action,Microids,0.08,0.02,0.0,0.0
Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.09,0.0,0.0,0.01
Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,0.09,0.01,0.0,0.01
G1 Jockey 3,PS2,2002.0,Sports,THQ,0.02,0.01,0.07,0.0
Family Fun Football,Wii,2009.0,Sports,Tecmo Koei,0.1,0.0,0.0,0.01
Atsumare! Power Pro Kun no DS Koushien,DS,2008.0,Sports,Square Enix,0.0,0.0,0.1,0.0
Exit DS,DS,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01
Revolution X,PS,1995.0,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01
Little Battlers eXperience W,3DS,2013.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0
Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,0.07,0.03,0.0,0.0
Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01
Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Sting,0.05,0.0,0.04,0.01
Top Gun: Combat Zones,GBA,2004.0,Simulation,Mastiff,0.07,0.03,0.0,0.0
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014.0,Role-Playing,Atlus,0.03,0.02,0.05,0.01
"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01
Brooktown High: Senior Year,PSP,2007.0,Simulation,Konami Digital Entertainment,0.09,0.0,0.0,0.01
Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.05,0.04,0.0,0.01
Doko Demo Issho,PSP,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.0
Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.09,0.01,0.0,0.01
Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,0.09,0.01,0.0,0.01
Gem Quest: 4 Elements,DS,2011.0,Puzzle,Mastertronic,0.05,0.05,0.0,0.01
Beyond Good & Evil,XB,2003.0,Adventure,Ubisoft,0.08,0.02,0.0,0.0
Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01
Just In Time Translations,DS,2009.0,Misc,THQ,0.1,0.0,0.0,0.01
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995.0,Fighting,Atlus,0.0,0.0,0.1,0.01
Vandal Hearts II,PS,1999.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01
Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.1,0.0
Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.09,0.0,0.02
Toaru Majutsu no Index,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0
Doom 3,PC,2004.0,Shooter,Activision,0.05,0.04,0.0,0.01
WireWay,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01
Astro Boy: The Video Game,DS,2009.0,Action,D3Publisher,0.09,0.0,0.0,0.01
Uta no Prince-Sama: Music,PSP,2011.0,Misc,Broccoli,0.0,0.0,0.1,0.0
UNO / Skip-Bo / UNO Freefall,DS,2006.0,Misc,Zoo Digital Publishing,0.1,0.0,0.0,0.01
Ride,XOne,2015.0,Racing,Milestone S.r.l.,0.04,0.05,0.0,0.01
Culdcept DS,DS,2008.0,Strategy,Sega,0.0,0.0,0.1,0.0
NASCAR The Game: Inside Line,X360,2012.0,Racing,Activision,0.09,0.0,0.0,0.01
How to Train Your Dragon 2,PS3,2014.0,Adventure,Little Orbit,0.03,0.06,0.0,0.02
JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,0.07,0.01,0.01,0.01
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009.0,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01
Colin McRae Rally 04,XB,2004.0,Racing,Codemasters,0.08,0.02,0.0,0.0
The King of Fighters: Dream Match 1999,DC,1999.0,Fighting,SNK,0.0,0.0,0.1,0.0
Monster Jam: Maximum Destruction,GBA,2002.0,Racing,Ubisoft,0.07,0.03,0.0,0.0
FIFA Street,XB,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0
Weiss Schwarz Portable,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0
Dora's Big Birthday Adventure,Wii,2010.0,Misc,Take-Two Interactive,0.09,0.01,0.0,0.01
The Sims 4: City Living,PC,2016.0,Simulation,Electronic Arts,0.02,0.08,0.0,0.01
Kirarin * Revolution: Mezase! Idol Queen,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0
Dungeons & Dragons Tactics,PSP,2007.0,Strategy,Atari,0.09,0.0,0.0,0.01
X-Men: Children of the Atom,PS,1998.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01
Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,THQ,0.08,0.02,0.0,0.0
America's Next Top Model,DS,2008.0,Action,Eidos Interactive,0.1,0.0,0.0,0.01
Blitz: The League II,X360,2008.0,Sports,Midway Games,0.08,0.01,0.0,0.01
Math Blaster in the Prime Adventure,DS,2009.0,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01
Blue Stinger,DC,1999.0,Adventure,Activision,0.0,0.0,0.1,0.0
Shellshock,PS,1995.0,Action,Core Design Ltd.,0.06,0.04,0.0,0.01
Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01
Hot Wheels Ultimate Racing,PSP,2007.0,Action,Activision,0.09,0.0,0.0,0.01
Capcom vs. SNK 2 EO,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0
Inazuma Eleven GO Strikers 2013,Wii,2012.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0
Metal Gear Solid HD Edition,PS3,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.1,0.0
Hunter: The Reckoning,GC,2002.0,Action,Virgin Interactive,0.08,0.02,0.0,0.0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007.0,Misc,Paon,0.0,0.0,0.1,0.0
PictoImage,DS,2007.0,Puzzle,Sega,0.09,0.0,0.0,0.01
Urban Chaos,PS,1999.0,Action,Eidos Interactive,0.06,0.04,0.0,0.01
Alvin and the Chipmunks: Chipwrecked,DS,2011.0,Misc,505 Games,0.06,0.03,0.0,0.01
Creeper World 3: Arc Eternal,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007.0,Misc,Shogakukan,0.0,0.0,0.1,0.0
PDC World Championship Darts: Pro Tour,PS3,2010.0,Sports,O-Games,0.0,0.08,0.0,0.02
Heavy Fire: Afghanistan,Wii,2011.0,Shooter,Mastiff,0.09,0.0,0.0,0.01
Freaky Flyers,PS2,2003.0,Racing,Midway Games,0.05,0.04,0.0,0.01
Baten Kaitos Origins,GC,2006.0,Role-Playing,Unknown,0.06,0.02,0.02,0.0
E·O·E: Eve of Extinction,PS2,2002.0,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01
Football Manager 2014,PSV,2013.0,Sports,Sega,0.0,0.08,0.0,0.02
Dark Summit,XB,2001.0,Sports,THQ,0.08,0.02,0.0,0.0
Penguin no Mondai: The World,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.0
Flushed Away,DS,2006.0,Platform,D3Publisher,0.09,0.0,0.0,0.01
NHL 2004,GC,2003.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0
Hakuouki Portable,PSP,2009.0,Adventure,Idea Factory,0.0,0.0,0.1,0.0
Surf's Up,X360,2007.0,Sports,Ubisoft,0.09,0.0,0.0,0.01
Monkey Island: Special Edition Collection,PS3,2011.0,Adventure,Activision,0.0,0.08,0.0,0.02
Cabela's Adventure Camp,X360,2011.0,Misc,Activision,0.07,0.02,0.0,0.01
X-Men: The Official Game,XB,2006.0,Action,Activision,0.08,0.02,0.0,0.0
RLH: Run Like Hell,PS2,2002.0,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01
Digimon Adventure,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0
Backyard Baseball '10,Wii,2009.0,Sports,Atari,0.09,0.0,0.0,0.01
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01
The Ant Bully,PS2,2006.0,Platform,Midway Games,0.05,0.04,0.0,0.01
Conflict: Global Terror,XB,2005.0,Shooter,SCi,0.08,0.02,0.0,0.0
Minority Report: Everybody Runs,GC,2002.0,Action,Activision,0.08,0.02,0.0,0.0
Monster Rancher EVO,PS2,2005.0,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01
Football Director DS,DS,2008.0,Sports,Pinnacle,0.0,0.1,0.0,0.0
Project Hacker: Kakusei,DS,2006.0,Action,Nintendo,0.0,0.0,0.1,0.0
SimAnimals Africa,DS,2009.0,Simulation,Electronic Arts,0.08,0.02,0.0,0.01
Karaoke Revolution,PS3,2009.0,Misc,Konami Digital Entertainment,0.07,0.02,0.0,0.01
Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0
Guitar Hero: Van Halen,PS2,2009.0,Misc,Activision,0.05,0.04,0.0,0.01
The Whispered World,PC,2009.0,Adventure,Deep Silver,0.0,0.08,0.0,0.02
Olympic Summer Games: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0.06,0.04,0.0,0.01
Disney's The Haunted Mansion,GC,2003.0,Platform,Take-Two Interactive,0.08,0.02,0.0,0.0
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008.0,Fighting,Capcom,0.0,0.0,0.1,0.0
Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,505 Games,0.09,0.01,0.0,0.01
Water Sports,Wii,2009.0,Action,Avanquest,0.05,0.04,0.0,0.01
Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.08,0.01,0.0,0.01
KORG DS-10 Synthesizer Plus,DS,2009.0,Misc,AQ Interactive,0.07,0.0,0.02,0.01
Darius Gaiden,SAT,1995.0,Shooter,Acclaim Entertainment,0.0,0.0,0.1,0.0
Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.06,0.03,0.0,0.01
All Kamen Rider: Rider Generation 2,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0
Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,0.08,0.02,0.0,0.0
Draglade,DS,2007.0,Fighting,505 Games,0.09,0.0,0.0,0.01
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009.0,Role-Playing,Bethesda Softworks,0.09,0.0,0.0,0.01
